Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),NHO_X(15),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),N2X(48)
4.0660484076781426e-21,0.041168933244172715,9.123655801925208e-19,8.693605075983034e-43,9.240459971509111e-16,4.3974068391467954e-156,9.224612254275948e-19,6.216446418828762e-137,1.6591798779433285e-109,2.138194058881908e-73,0.938,1.0492127755426984e-88,1.3866855717732894e-17,1.0654264519918413e-63,1.009564523185567e-20,3.041218600640987e-17,0.0,0.0,0.025844181683400934,0.009999999999999995,0.04999999999999908,4.512713264332287e-112,5.409562313719993e-116,0.001999999999999969,1.2894326242032802e-160,3.4518789454403704e-127
8.132097677064454e-21,0.041168933244172715,1.8247313537404435e-18,3.4774446936297423e-42,1.8480921897784287e-15,1.1256375192135648e-153,1.8449226463533554e-18,7.95652009252222e-135,1.0618039321574867e-107,3.4208789227696225e-72,0.938,3.357257525620682e-87,2.7733714374238037e-17,8.523418476749095e-63,2.0191292600038167e-20,6.082437845798488e-17,0.0,0.0,0.025844181683399962,0.009999999999999988,0.04999999999999816,7.220347453571824e-111,3.46189140140354e-114,0.0019999999999999376,6.601317186990567e-158,1.1046022067738451e-125
1.6264196215837075e-20,0.041168933244172715,3.649462900835958e-18,1.3909796764065545e-41,3.696184573970538e-15,2.8811244374922013e-151,3.689845488214198e-18,1.0182979705772536e-132,6.794630084158017e-106,5.472663067818091e-71,0.938,1.0741790164008794e-85,5.546743168725378e-17,6.818743862040762e-62,4.038258732674391e-20,1.2164876336107894e-16,0.0,0.0,0.025844181683398023,0.009999999999999974,0.04999999999999631,1.1552573896380483e-109,2.2153171114372206e-112,0.001999999999999875,3.379279605481967e-155,3.534732482742953e-124
3.252839329338232e-20,0.041168933244172715,7.29892599502566e-18,5.563932433994289e-41,7.39236933810305e-15,7.37307720769042e-149,7.379691171973163e-18,1.3030714536156838e-130,4.347391130035782e-104,8.753881739880452e-70,0.938,3.4364547574884204e-84,1.1093486631330707e-16,5.455008859997857e-61,8.076517674151834e-20,2.4329753316704346e-16,0.0,0.0,0.02584418168339414,0.009999999999999946,0.04999999999999261,1.8484174166448093e-108,1.4174272512823363e-110,0.00199999999999975,1.729581528302462e-152,1.1311177644374968e-122
6.505678744847281e-20,0.041168933244172715,1.4597852183399767e-17,2.2255838236383325e-40,1.4784738849361248e-14,4.076418030024574e-146,1.4759382539640225e-17,1.6670360627478338e-128,2.7808308005492112e-102,1.399860211271887e-68,0.938,1.0990782922761894e-82,2.2186973556550087e-16,4.364028817129641e-60,1.6153035541651914e-19,4.865950727780781e-16,0.0,0.0,0.02584418168338638,0.009999999999999891,0.04999999999998522,1.8484174166447987e-108,9.066728278703847e-109,0.001999999999999499,1.910490813914556e-149,3.322658643653672e-122
1.301135757586538e-19,0.041168933244172715,2.919570456012679e-17,8.90242182957057e-40,2.9569477803850335e-14,1.0441419505207203e-143,2.9518765275570855e-17,2.1315174648970102e-126,1.7778152810582297e-100,2.2373453790527826e-67,0.938,3.5132980952965627e-81,4.4373947407023743e-16,3.491257698969205e-59,3.230607121483283e-19,9.731901519965696e-16,0.0,0.0,0.025844181683370857,0.00999999999999978,0.049999999999970436,1.8484174166447987e-108,5.796563753851761e-107,0.001999999999998998,9.797384077763508e-147,7.705740402070309e-122
2.6022715237901577e-19,0.041168933244172715,5.839140931349606e-17,3.5610379067804823e-39,5.913895544071931e-14,2.6648012492062764e-141,5.903753074981819e-17,2.7225019794889964e-124,1.1353565865218755e-98,3.5719985328587446e-66,0.938,1.1218614830343125e-79,8.874789510811064e-16,2.7930615431792338e-58,6.4612142313917665e-19,1.9463803104192423e-15,0.0,0.0,0.025844181683339813,0.009999999999999558,0.04999999999994087,1.8484174166429592e-108,3.7019635584201784e-105,0.0019999999999979956,5.0009138722091145e-144,1.6471903918829168e-121
3.9034072899937773e-19,0.041168933244172715,8.758711406678058e-17,7.567322265849121e-39,8.870843280547906e-14,1.4479982925132085e-140,8.855629622645158e-17,1.8126190303367224e-123,6.474442627925538e-98,1.3604628504701732e-65,0.938,5.260857047224281e-79,1.3312184280933714e-15,7.986512940598085e-58,9.691821316572552e-19,2.9195704688276037e-15,0.0,0.0,0.025844181683308768,0.009999999999999336,0.0499999999999113,1.0649461752101245e-104,2.079012678749607e-104,0.0019999999999969933,3.2121616223342924e-143,5.052179729435752e-118
5.204543056197397e-19,0.041168933244172715,1.167828188199803e-16,1.2909155772771203e-38,1.1827790989812962e-13,1.0127095092003803e-139,1.1807506170547107e-16,7.834894750234142e-123,2.5312689933867454e-97,3.6573452128477393e-65,0.938,1.638842261776023e-78,1.7749579051070324e-15,1.6846078974004428e-57,1.2922428377025642e-18,3.8927606272216544e-15,0.0,0.0,0.025844181683277723,0.009999999999999114,0.049999999999881736,2.4846642790808788e-104,7.402252566340301e-104,0.001999999999995991,2.217999695061875e-142,1.6835759108519237e-117
7.806814588604636e-19,0.041168933244172715,1.751742283261808e-16,2.6727511978943553e-38,1.7741686344480704e-13,2.4287151798446766e-138,1.7711259266910995e-16,7.401813603621738e-122,2.1170988431885677e-96,1.4773065143640086e-64,0.938,8.066394156990305e-78,2.66243685913763e-15,4.6012929964034123e-57,1.9383642439897425e-18,5.839140943976171e-15,0.0,0.0,0.025844181683215634,0.00999999999999867,0.049999999999822596,3.375655269858113e-104,4.384665782153472e-103,0.001999999999993986,5.880680482946435e-141,4.5212665936030916e-117
1.0409086121011876e-18,0.041168933244172715,2.3356563783206953e-16,4.5457759979470103e-38,2.365558159908419e-13,1.335295393418437e-137,2.3615012364152317e-16,3.3077329300729555e-121,8.314234860860383e-96,3.996892195298651e-64,0.938,2.5287523002916086e-77,3.5499158131733613e-15,9.627651547590821e-57,2.5844856411836643e-18,7.785521260678058e-15,0.0,0.0,0.025844181683153545,0.009999999999998226,0.049999999999763456,5.645271904404375e-104,1.5584312097778554e-102,0.0019999999999919813,3.6362344781002187e-140,8.619373905372012e-117
1.3011357653419116e-18,0.041168933244172715,2.919570473376244e-16,6.945116413183328e-38,2.956947674647597e-13,5.963885317647259e-137,2.9518765462333755e-16,1.1526457989127148e-120,2.6083293589817715e-95,8.967715015264652e-64,0.938,6.49447749728885e-77,4.437394767214592e-15,1.7527164428532532e-56,3.2306070286348123e-18,9.731901577323562e-15,0.0,0.0,0.025844181683091456,0.009999999999997781,0.049999999999704316,9.771522644311286e-104,4.503200263786421e-102,0.0019999999999899764,1.7347038072498028e-139,1.58195717002774e-116
1.8215900718233594e-18,0.041168933244172715,4.0873986634771076e-16,1.335607899932691e-37,4.139726671289001e-13,1.2115183840341424e-135,4.132627166157603e-16,1.650165582804802e-119,2.36262685473137e-94,3.462004088258825e-63,0.938,3.6483693427613585e-76,6.212352675313898e-15,4.627968166290194e-56,4.5228497736968e-18,1.362466221044187e-14,0.0,0.0,0.025844181682967274,0.009999999999996893,0.049999999999586035,1.1903478435794146e-103,3.7459518040186176e-101,0.001999999999985967,6.280395888725896e-138,3.4639681217361254e-116
2.3420443783048072e-18,0.041168933244172715,5.255226853564406e-16,2.190529996824415e-37,5.322505624386051e-13,7.271367136630699e-135,5.31337778646366e-16,8.366241495290275e-119,9.779388020896597e-94,9.179162455765156e-63,0.938,1.2096632365218019e-75,7.98731058343554e-15,9.5954565966458e-56,5.815092479188218e-18,1.751742284333117e-14,0.0,0.0,0.025844181682843092,0.009999999999996005,0.049999999999467755,5.031766012117887e-103,1.5322343814141822e-100,0.0019999999999819576,4.463368334201918e-137,1.0454843736661515e-115
3.382952991267703e-18,0.041168933244172715,7.59088323369831e-16,4.541961419306214e-37,7.688063399965456e-13,1.7045418832144903e-133,7.674879028221104e-16,1.3974238843025846e-117,1.0136945162238421e-92,4.0759419844330665e-62,0.938,8.206126507113748e-75,1.1537226399745832e-14,2.883518806773189e-55,8.399577771476033e-18,2.5302944108422835e-14,0.0,0.0,0.025844181682594728,0.00999999999999423,0.049999999999231194,6.892318618246585e-102,1.6243916275184638e-99,0.0019999999999739384,1.7621582574822997e-135,1.8774305822729404e-114
5.464770217193494e-18,0.041168933244172715,1.2262195993803347e-15,1.1812436858138674e-36,1.2419178428669615e-12,9.649352027258601e-132,1.2397881516317267e-15,5.651961948482047e-116,2.1582216456589227e-91,2.896417769598571e-61,0.938,1.0452162044628393e-73,1.863705803263442e-14,1.2400569716286397e-54,1.3568547881275326e-17,4.0873986635858444e-14,0.0,0.0,0.025844181682098,0.009999999999990681,0.04999999999875808,8.908690492352731e-101,3.8267989356635256e-98,0.0019999999999579,1.9495693427268253e-133,4.7399866922966267e-113
9.628404669045076e-18,0.041168933244172715,2.160482151336234e-15,3.663413083801663e-36,2.1881406396276987e-12,9.853994962290363e-130,2.1843886510834553e-15,3.774266325922691e-114,7.2984150943451575e-90,2.846102427521753e-60,0.938,1.979702088569618e-72,3.2836721299483626e-14,6.986886739019847e-54,2.390648620178453e-17,7.201607167973889e-14,0.0,0.0,0.025844181681104545,0.009999999999983581,0.04999999999781184,1.4148480701801786e-99,1.4195397097081737e-96,0.0019999999999258237,3.9612906924532483e-131,1.4905479846037575e-111
1.7955673572748242e-17,0.041168933244172715,4.029007254987603e-15,1.274832168353234e-35,4.0805853972298835e-12,1.4055171029725944e-127,4.073589657316889e-15,3.2317153326979015e-112,3.1378235952688127e-88,3.3083136610274675e-59,0.938,4.5437843045785665e-71,6.123604783747016e-14,4.644888971039724e-53,4.458235524645474e-17,1.3430024172353673e-13,0.0,0.0,0.025844181679117638,0.00999999999996938,0.04999999999591938,2.2592491791909736e-98,6.473074506659866e-95,0.001999999999861671,1.12805599369111e-128,4.756709502620685e-110
3.4610211380154576e-17,0.041168933244172715,7.766057461248621e-15,4.746662342295837e-35,7.865471568761528e-12,2.2808474506921067e-125,7.851991699103623e-15,3.032790965074311e-110,1.4742539200846557e-86,4.0424676013910295e-58,0.938,1.1067453046396437e-69,1.180347009305956e-13,3.3844427274973484e-52,8.593406295043807e-17,2.5886858163528025e-13,0.0,0.0,0.025844181675143827,0.009999999999940981,0.04999999999213445,3.6289284752977734e-97,3.147674017735089e-93,0.0019999999997333657,3.6592352952295176e-126,1.5276996436079197e-108
6.791928699496724e-17,0.041168933244172715,1.5240157869603785e-14,1.8362684729338296e-34,1.543523053715689e-11,4.2863704029402853e-123,1.540879589995639e-14,2.813264491854158e-108,6.836692801845363e-85,4.774832215700327e-57,0.938,2.6196162842876883e-68,2.3163200718545614e-13,2.5912339027625802e-51,1.6863735681714866e-16,5.080052607553592e-13,0.0,0.0,0.025844181667196223,0.009999999999884183,0.04999999998456461,4.5733972099825357e-97,1.491086639317639e-91,0.001999999999476755,1.3746395262092828e-123,5.599240178846388e-108
1.3453743822459256e-16,0.041168933244172715,3.018835866964662e-14,7.2707926531402645e-34,3.0574694975452924e-11,5.915178527284133e-121,3.052240477077782e-14,2.4311995674034084e-106,2.9511915616913055e-83,5.192096773295237e-56,0.938,5.728632234499342e-67,4.588266199696147e-13,2.0415687824178186e-50,3.340434583868625e-16,1.0062786161818847e-12,0.0,0.0,0.02584418165130106,0.009999999999770586,0.04999999996942498,7.80817120190019e-97,6.53567140565255e-90,0.0019999999989635336,3.7984569725901253e-121,2.045942293206835e-107
2.0115558945421788e-16,0.041168933244172715,4.513655944746617e-14,1.637573260679633e-33,4.5714088082651917e-11,5.621543440979526e-120,4.563601426708544e-14,1.8439632463783816e-105,1.8726397340251774e-82,1.9390427205065847e-55,0.938,2.7735866609019694e-66,6.860212331196898e-13,6.482601482284442e-50,4.994489117400013e-16,1.5045519678569012e-12,0.0,0.0,0.02584418163540597,0.00999999999965699,0.04999999995428541,1.1757129336032245e-94,3.941553321889341e-89,0.001999999998450312,4.0999101994843306e-120,1.928635090565174e-105
2.6777374068384323e-16,0.041168933244172715,6.008476020306247e-14,2.92283833646572e-33,6.085340985907394e-11,3.7595937722181635e-119,6.074962438887691e-14,8.450558148224409e-105,7.47826493506193e-82,4.934864469352288e-55,0.938,8.647905277272051e-66,9.132158466356796e-13,1.4835457583756441e-49,6.648537168789415e-16,2.0028253157804113e-12,0.0,0.0,0.025844181619510957,0.009999999999543393,0.04999999993914593,3.221576448390735e-94,1.4625560106148938e-88,0.0019999999979370907,2.937537987977293e-119,7.77972179026696e-105
3.3439189191346856e-16,0.041168933244172715,7.503296093643556e-14,4.5908655701215935e-33,7.599266030504982e-11,1.7313880892165647e-118,7.586323513614982e-14,2.913588692895489e-104,2.2760117079342796e-81,1.0171952253264421e-54,0.938,2.1210354564361664e-65,1.1404104605175832e-12,2.8424326389702937e-49,8.302578738061382e-16,2.5010986599524145e-12,0.0,0.0,0.02584418160361601,0.009999999999429797,0.049999999924006513,5.653880783143577e-94,4.170300952308167e-88,0.0019999999974238693,1.4848985177098312e-118,1.888248125017641e-104
4.676281943727192e-16,0.041168933244172715,1.049293623365122e-13,9.104837372503031e-33,1.0627094720688916e-10,1.8004797761145256e-117,1.0609045850713093e-13,2.0867163006663092e-103,1.2809876640460118e-80,3.004203432609523e-54,0.938,8.32942160730402e-65,1.5947996893791272e-12,7.638680723184298e-49,1.1610642430344016e-15,3.4976453370419094e-12,0.0,0.0,0.025844181571826334,0.009999999999202602,0.049999999893727894,8.293696121392334e-94,2.12547426018667e-87,0.001999999996397426,2.0077852610548807e-117,5.228650730660397e-104
6.008644968319699e-16,0.041168933244172715,1.348257636476964e-13,1.5243582648107708e-32,1.365489487908222e-10,9.06763985899916e-117,1.3631768438000935e-13,8.627820796227822e-103,4.489192280676149e-80,6.723149782612357e-54,0.938,2.315760572519314e-64,2.0491889197043116e-12,1.6152137358280887e-48,1.4918680194444773e-15,4.494191999125398e-12,0.0,0.0,0.025844181540036936,0.009999999998975407,0.04999999986344956,8.829234104190823e-94,7.121479439468179e-87,0.001999999995370983,1.1268837968798793e-116,9.111003059315683e-104
7.341007992912205e-16,0.041168933244172715,1.6472216486998844e-13,2.307458018083886e-32,1.6682666505964118e-10,3.3538832523331346e-116,1.6654491275476466e-13,2.7288510345653334e-102,1.2291250060291497e-79,1.2762512544531336e-53,0.938,5.2774105913035054e-64,2.5035781514931263e-12,2.9605553727213736e-48,1.82266920305709e-15,5.490738646202891e-12,0.0,0.0,0.025844181508247834,0.009999999998748212,0.04999999983317151,9.75342355229648e-94,1.9015708441783603e-86,0.0019999999943445396,4.656542230891064e-116,1.3219902777582798e-103
1.0005734042097217e-15,0.041168933244172715,2.245149670478972e-13,4.407598105600534e-32,2.2738124166280479e-10,2.697919959368616e-115,2.269993770098265e-13,2.1488097003847755e-101,6.497486522891184e-79,3.43131471090495e-53,0.938,1.9717078417168167e-63,3.412356619461606e-12,7.655761127058447e-48,2.4842637919705875e-15,7.483831895339942e-12,0.0,0.0,0.02584418144467048,0.009999999998293822,0.04999999977261627,8.886552489182119e-94,1.0062752547820654e-85,0.0019999999922916535,6.366833553983268e-115,2.195437973003979e-103
1.267046009128223e-15,0.041168933244172715,2.8430776887024083e-13,7.263178145856404e-32,2.879346770380098e-10,1.2488875319070948e-114,2.874538512721582e-13,9.158174196807017e-101,2.2054218516800503e-78,7.294876568799972e-53,0.938,5.324131247077622e-63,4.321135093284487e-12,1.5911197057696624e-47,3.1458480099354365e-15,9.47692508445315e-12,0.0,0.0,0.025844181381094258,0.009999999997839432,0.04999999971206217,1.5269059920964718e-93,3.426776594140674e-85,0.0019999999902387674,3.617137282259768e-114,3.4149016671268505e-103
1.7999912189652256e-15,0.041168933244172715,4.038933714482419e-13,1.5448114586604903e-31,4.0903812419038275e-10,1.2755554458905732e-113,4.0836282981800294e-13,9.031736645953978e-100,1.4320209112540994e-77,2.251542029375255e-52,0.938,2.382888338438096e-62,6.138692058493137e-12,4.789526452039955e-47,4.4689853336563e-15,1.3463111282608423e-11,0.0,0.0,0.02584418125394525,0.009999999996930653,0.049999999590957404,1.3562148716997918e-93,2.263009661844994e-84,0.0019999999861329953,5.887335155471917e-113,5.813017014008109e-103
2.332936428802228e-15,0.041168933244172715,5.234789726040101e-13,2.7278058584986643e-31,5.301370066887974e-10,6.862152218533702e-113,5.292718483910404e-13,4.2870331840483934e-99,5.424830667890891e-77,5.2118804309908416e-52,0.938,7.107479155369577e-62,7.95624904711844e-12,1.0908376706029483e-46,5.792081175496587e-15,1.744929724066945e-11,0.0,0.0,0.02584418112680081,0.009999999996021875,0.0499999994698572,5.184773187298155e-92,8.584095760766928e-84,0.0019999999820272244,3.805378107789613e-112,6.1894655086029984e-102
2.8658816386392308e-15,0.041168933244172715,6.430645723375638e-13,4.316872632688563e-31,6.51231324705254e-10,2.6465118049038997e-112,6.501809069900119e-13,1.4575683688533909e-98,1.5582560374072132e-76,1.020583206072565e-51,0.938,1.69338476727956e-61,9.773806059159759e-12,2.1104928364432293e-46,7.115135536732935e-15,2.1435482958636968e-11,0.0,0.0,0.02584418099966093,0.009999999995113097,0.04999999934876156,1.9513291946243963e-91,2.4546364584969334e-83,0.0019999999779214527,1.682633752456352e-111,3.0390315339541084e-101
3.9317720583132355e-15,0.041168933244172715,8.822357675381017e-13,8.879544639840376e-31,8.934062679803924e-10,2.2372428112343976e-111,8.919991442607233e-13,1.1346979710956064e-97,8.541932152340946e-76,2.9059583319907596e-51,0.938,6.685435358606182e-61,1.340892015348792e-11,5.937171901364228e-46,9.761119822501168e-15,2.9407853674294455e-11,0.0,0.0,0.025844180745394865,0.00999999999329554,0.04999999910658397,3.2005848193348886e-91,1.349082877331828e-82,0.001999999969709911,2.133813201370771e-110,1.156687370064009e-100
6.063552897661246e-15,0.041168933244172715,1.3605781408734154e-12,2.470736076626273e-30,1.3777013883161656e-09,4.345612943020705e-110,1.3756360990579767e-12,2.13814905097989e-96,9.384506027725561e-75,1.257828633898965e-50,0.938,4.651035576807018e-60,2.067914862310852e-11,2.56321983804944e-45,1.505259068297104e-14,4.535259222451994e-11,0.0,0.0,0.025844180236917508,0.009999999989660427,0.04999999862228355,1.0548871532980081e-90,1.5373444216095282e-81,0.00199999995328683,7.509722048359749e-109,6.829044257162955e-100
1.0327114576357267e-14,0.041168933244172715,2.3172628192851265e-12,9.248764564895854e-30,2.3460726026568888e-09,1.8878475083988848e-108,2.342911929393911e-12,8.268246908902472e-95,1.8980669932222898e-73,8.073722559114972e-50,0.938,5.533157863743406e-59,3.521960668606466e-11,1.6910154907850545e-44,2.563354184562227e-14,7.724205780077884e-11,0.0,0.0,0.02584417922018183,0.009999999982390201,0.04999999765390176,-9.932513390284346e-92,3.3832391611594e-80,0.0019999999204406795,6.376344345800799e-107,8.185308513387215e-100
1.397196251932246e-14,0.041168933244172715,3.135116561607823e-12,2.0187125596676633e-29,3.1736855557220205e-09,1.6423709133973943e-107,3.169821973527041e-12,4.5918266739752925e-94,9.08084847094951e-73,2.3886965719876296e-49,0.938,2.1322103810447107e-58,4.76500035510322e-11,5.005284707972438e-44,3.4676917060568624e-14,1.0450381916993769e-10,0.0,0.0,0.025844178351222907,0.009999999976175006,0.04999999682627976,-2.2694488973963322e-88,1.582525485173008e-79,0.0019999998923610645,5.757080364188306e-106,-3.831097108034766e-97
1.761681046228765e-14,0.041168933244172715,3.952970237428351e-12,3.7272453503734643e-29,4.001085190686605e-09,8.335212167593095e-107,3.9967338885012766e-12,1.8885256799916856e-93,3.156761650741558e-72,5.5578711023677794e-49,0.938,6.212932720614798e-58,6.008040151058492e-11,1.1778211574777144e-43,4.3718353413984335e-14,1.3176556930999857e-10,0.0,0.0,0.025844177482477318,0.009999999969959811,0.04999999599887107,3.0404909112123376e-87,5.509985794449743e-79,0.0019999998642814608,3.4551295835721215e-105,2.0814453935294364e-96
2.1261658405252842e-14,0.041168933244172715,4.770823846752612e-12,6.183494576321689e-29,4.828271562534102e-09,3.496662976746445e-106,4.823647673914262e-12,6.042241286341653e-93,8.843302982684961e-72,1.114814299896174e-48,0.938,1.5068895911046573e-57,7.251080056451977e-11,2.3931091708241687e-43,5.275785131404827e-14,1.5902730822119832e-10,0.0,0.0,0.025844176613945006,0.009999999963744616,0.049999995171675644,7.771617163903097e-87,1.5416219279884027e-78,0.0019999998362018683,1.5850106882258195e-104,8.900174542510937e-96
2.4906506348218033e-14,0.041168933244172715,5.5886773895865e-12,9.520479942059427e-29,5.655244726233374e-09,1.1925423253924031e-105,5.650563329363729e-12,1.6355390408567016e-92,2.1337252355588326e-71,2.013964495362603e-48,0.938,3.2202894330274056e-57,8.494120071263386e-11,4.3932313793721876e-43,6.179541116885156e-14,1.8628903590377346e-10,0.0,0.0,0.02584417574562591,0.009999999957529421,0.049999994344693426,1.3838274861015204e-86,3.723184366393245e-78,0.001999999808122287,5.891729327204264e-104,2.304228566224405e-95
2.8551354291183225e-14,0.041168933244172715,6.406530865935909e-12,1.3871221059397136e-28,6.482004736738898e-09,3.4434347733954576e-105,6.4774808544474946e-12,3.916022216127767e-92,4.600807800564506e-71,3.3663971864614e-48,0.938,6.271615686671336e-57,9.737160195472422e-11,7.484505261799109e-43,7.08310333863989e-14,2.1355075235796065e-10,0.0,0.0,0.025844174877519974,0.00999999995131423,0.049999993517924377,2.0621176296559417e-86,8.079087960152885e-78,0.001999999780042717,1.8605462937645172e-103,4.557698419625405e-95
3.584105017711361e-14,0.041168933244172715,8.042237619204864e-12,2.614604876575107e-28,8.13488551792028e-09,2.0593903990588894e-104,8.131321511909584e-12,1.7279696595822885e-91,1.680088998317369e-70,7.974062126438469e-48,0.938,1.9482178694461244e-56,1.2223240772002213e-10,1.8478555231456974e-42,8.889646654134572e-14,2.6807415158211715e-10,0.0,0.0,0.02584417314194738,0.009999999938883845,0.04999999186502549,2.9237755465958528e-86,3.0259855172203092e-77,0.001999999723883611,1.352020870513599e-102,1.1365786164452214e-94
4.313074606304399e-14,0.041168933244172715,9.677944106606622e-12,4.407213358389183e-28,9.78691434543287e-09,9.097877052617209e-104,9.785169643084736e-12,5.824836952219581e-91,4.854041088747429e-70,1.618087199035577e-47,0.938,5.0013855904154755e-56,1.4709321785879075e-10,3.918332450207705e-42,1.0695415404123617e-13,3.225975058955594e-10,0.0,0.0,0.02584417140722677,0.009999999926453458,0.04999999021297856,3.456720707412888e-86,9.040382046241202e-77,0.0019999996677245503,6.592072091070085e-102,1.9688894686517088e-94
5.042044194897437e-14,0.041168933244172715,1.131365032818829e-11,6.87136307182656e-28,1.1438091658393732e-08,3.1353169755515e-103,1.1439025244758566e-11,1.636313866643644e-90,1.19327340564272e-69,2.9515545314102894e-47,0.938,1.125478314499976e-55,1.719540323694078e-10,7.471183371500655e-42,1.2500409914698998e-13,3.771208153001776e-10,0.0,0.0,0.025844169673357724,0.009999999914023075,0.04999998856178314,5.087996720534243e-86,2.3131301325704094e-76,0.0019999996115655345,2.548530948156025e-101,2.996619947748967e-94
6.045790326683317e-14,0.041168933244172715,1.3565916405268886e-11,1.1559311795084628e-27,1.3710268256940355e-08,1.341601356208034e-102,1.3716294552136931e-11,5.643908331211768e-90,3.4517516654781716e-69,5.9552342033580065e-47,0.938,2.9704512259537814e-55,2.0618584670247813e-10,1.603622770500943e-41,1.4984509549600455e-13,4.5219597370633637e-10,0.0,0.0,0.025844167287319777,0.009999999896907209,0.049999986289581626,3.2001902460106097e-86,7.176780087947337e-76,0.0019999995342381096,1.3602394611424068e-100,3.340875378084979e-94
7.049536458469196e-14,0.041168933244172715,1.5818181978577697e-11,1.8000044611132645e-27,1.5980832395972165e-08,4.629877197158135e-102,1.59935780087991e-11,1.6347044928826724e-89,8.523943648067261e-69,1.0812473490032981e-46,0.938,6.885957992288403e-55,2.4041766931708697e-10,3.092006741256638e-41,1.7467142726815748e-13,5.272710469757173e-10,0.0,0.0,0.025844164902894366,0.009999999879791346,0.049999984018992576,1.1115367974828075e-85,1.922346681137115e-75,0.001999999456910771,5.670402836495643e-100,7.804073387999234e-94
8.053282590255074e-14,0.041168933244172715,1.8070447048237572e-11,2.647137138877184e-27,1.8249785219775697e-08,1.3862769595840857e-101,1.8270875606365898e-11,4.0888522764377315e-89,1.8667193303791506e-68,1.8172325503779644e-46,0.938,1.4444424828067786e-54,2.7464950020900385e-10,5.500762671011845e-41,1.99483102963959e-13,6.023460351132467e-10,0.0,0.0,0.025844162520080347,0.009999999862675484,0.04999998175001482,2.5036168512459974e-85,4.552603109489204e-75,0.0019999993795835175,1.9168534942628088e-99,1.1461095246825516e-93
9.057028722040953e-14,0.041168933244172715,2.0322711614371296e-11,3.725110176702655e-27,2.0517127871819668e-08,3.696360561301257e-101,2.0548187336462997e-11,9.157712202560601e-89,3.727837836085958e-68,2.8770574510154237e-46,0.938,2.803177860898777e-54,3.0888133937400046e-10,9.191959421259125e-41,2.242801310790019e-13,6.774209381238478e-10,0.0,0.0,0.025844160138876582,0.009999999845559627,0.04999997948264724,5.189652050597223e-85,9.810796858138184e-75,0.0019999993022563503,5.611820307419126e-99,2.75756920375524e-93
1.0060774853826832e-13,0.041168933244172715,2.2574975677101594e-11,5.061704520750255e-27,2.2782861494765558e-08,8.909040455740027e-101,2.2825513190720883e-11,1.8815463616394375e-88,6.924018843253778e-68,4.342639814439688e-46,0.938,5.1140191534008175e-54,3.4311318680784985e-10,1.4610683499303416e-40,2.4906252010402453e-13,7.524957560124399e-10,0.0,0.0,0.025844157759281918,0.009999999828443773,0.0499999772168887,8.277994096425478e-85,1.961919672473e-74,0.001999999224929268,1.471138840349258e-98,4.841171318914504e-93
1.1064520985612711e-13,0.041168933244172715,2.4827239236551126e-11,6.684701094695575e-27,2.504698723045751e-08,1.9780024733864554e-100,2.510285316077489e-11,3.610481290405462e-88,1.2130980728664766e-67,6.307152608828041e-46,0.938,8.872172278223792e-54,3.773450425063273e-10,2.2292892151926847e-40,2.7383027852484935e-13,8.275704887839388e-10,0.0,0.0,0.02584415538129523,0.009999999811327922,0.049999974952738044,1.1635512637057563e-84,3.695781968292384e-74,0.001999999147602272,3.5344698748329577e-98,8.760444739038962e-93
1.206826711739859e-13,0.041168933244172715,2.707950229284248e-11,8.621880804719025e-27,2.7309506219934327e-08,4.113391398024361e-100,2.7380207238265126e-11,6.551191368565643e-88,2.025821709227898e-67,8.874683972678442e-46,0.938,1.4760806974443757e-53,4.115769064652099e-10,3.2874356594033423e-40,2.9858341482245434e-13,9.026451364432574e-10,0.0,0.0,0.02584415300491535,0.009999999794212075,0.04999997269019413,1.4852098166601396e-84,6.626832032376063e-74,0.001999999070275361,7.905843804637856e-98,1.3310097488569641e-92
1.307201324918447e-13,0.041168933244172715,2.93317648460982e-11,1.0901024534793043e-26,2.9570419603420078e-08,8.091052464110823e-100,2.9657575414836544e-11,1.1344420662049133e-87,3.2493451542798396e-67,1.2155740897148541e-45,0.938,2.370037989636381e-53,4.458087786802764e-10,4.7098137999791444e-40,3.233219374729158e-13,9.777196989953047e-10,0.0,0.0,0.025844150630141168,0.009999999777096232,0.04999997042925584,1.7844718432047483e-84,1.1399969418683892e-73,0.0019999989929485366,1.6647765383702807e-97,1.9631113209438697e-92
1.5079505512756228e-13,0.041168933244172715,3.3836288443992553e-11,1.659632750002084e-26,3.40874341092907e-08,2.7245760132935963e-99,3.42123540318267e-11,3.0460095822145945e-87,7.582581433744765e-67,2.1349080771734928e-45,0.938,5.605343459099417e-53,5.142725478620861e-10,9.004651614904481e-40,3.7275517571249963e-13,1.1278685687972045e-09,0.0,0.0,0.025844145885405286,0.00999999974286455,0.04999996591219149,2.4273111903129032e-84,3.059741292674145e-73,0.001999998838295143,6.465812582330506e-97,3.41083726189171e-92
