Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),NHO_X(15),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),N2X(48)
3.149930014188618e-07,0.041168933244172715,1.8166548760540002e-06,2.986638979501527e-10,3.0795838598222184e-06,1.2410419468886403e-37,3.076277741289782e-06,2.716785609199688e-40,3.7706566771347584e-26,7.808765434410223e-23,0.938,1.4764934595452253e-15,0.001000841641939432,7.254782672066879e-11,5.982262097431571e-11,6.926666315003216e-05,0.0,0.0,0.024766100430799496,0.009499893866046247,0.049996290982284315,5.30462818125581e-26,2.1005751991825056e-29,0.0019289163107607092,1.5571427252782713e-31,2.7686197935879787e-28
3.153697554457443e-07,0.041168933244172715,1.8161267217009082e-06,2.988105209843961e-10,3.0794447712538765e-06,1.2531792628980314e-37,3.0768962710526705e-06,2.7403373408465225e-40,3.7989144740548215e-26,7.821705882518546e-23,0.938,1.4845494438226341e-15,0.001001963043812676,7.276584031027249e-11,5.989473951061619e-11,6.926364447239848e-05,0.0,0.0,0.024764982095880277,0.009499333451525793,0.04999629054846842,5.344135588019581e-26,2.1147995939538096e-29,0.001928919857228051,1.572442493768013e-31,2.7903817380572355e-28
3.1574650947262686e-07,0.041168933244172715,1.8155990806988529e-06,2.9895669346951613e-10,3.0793057035190596e-06,1.2654186851414316e-37,3.0775143547122844e-06,2.7640626102377843e-40,3.8273466618905936e-26,7.834642919639676e-23,0.938,1.4926386561961569e-15,0.0010030842778790832,7.298417664948794e-11,5.996686821798277e-11,6.926062621780622e-05,0.0,0.0,0.024763863928256896,0.009498773120668873,0.049996290115111454,5.383880538012945e-26,2.1291021638568356e-29,0.0019289234027591283,1.587871758652077e-31,2.8122825547400937e-28
3.161232634995094e-07,0.041168933244172715,1.8150719527969372e-06,2.991024159487723e-10,3.0791666566127287e-06,1.2777609285153565e-37,3.0781319917575083e-06,2.7879624627350706e-40,3.8559540741805686e-26,7.847576518684814e-23,0.938,1.500761186064457e-15,0.0010042053441800414,7.320283551984422e-11,6.003900705981242e-11,6.92576083861678e-05,0.0,0.0,0.024762745927888803,0.009498212873454731,0.04999628968221355,5.423864095886146e-26,2.143483235744098e-29,0.0019289269473542793,1.6034314334941093e-31,2.8343229104892983e-28
3.165000175263919e-07,0.041168933244172715,1.8145453377441955e-06,2.992476889657745e-10,3.079027630529851e-06,1.2902067105102961e-37,3.0787491816778316e-06,2.812037948504654e-40,3.884737547164693e-26,7.860506651447316e-23,0.938,1.5089171229107159e-15,0.001005326242756923,7.342181670214512e-11,6.01111559996649e-11,6.925459097739565e-05,0.0,0.0,0.0247616280947355,0.009497652709862612,0.049996289249774825,5.464087329210798e-26,2.157943137375935e-29,0.0019289304910138417,1.6191224369396914e-31,2.8565034741649104e-28
3.1687677155327446e-07,0.041168933244172715,1.8140192352895916e-06,2.993925130644805e-10,3.0788886252653915e-06,1.302756754081567e-37,3.079365923963351e-06,2.836290122531805e-40,3.913697919788003e-26,7.873433291146579e-23,0.938,1.5171065563023754e-15,0.001006446973651087,7.364111997647183e-11,6.018331500091097e-11,6.925157399140232e-05,0.0,0.0,0.02476051042875647,0.009497092629871778,0.04999628881779542,5.504551308480873e-26,2.1724821974215163e-29,0.0019289340337381544,1.6349456927361731e-31,2.8788249166354454e-28
3.17253525580157e-07,0.041168933244172715,1.8134936451820202e-06,2.99536888789194e-10,3.0787496408143226e-06,1.3154117843796383e-37,3.079982218104772e-06,2.8607200446352213e-40,3.942836033703977e-26,7.886356409572045e-23,0.938,1.5253295758908422e-15,0.0010075675369038781,7.386074512218563e-11,6.025548402706903e-11,6.924855742810033e-05,0.0,0.0,0.024759392929911223,0.009496532633461483,0.049996288386275484,5.545257107113726e-26,2.1871007454598625e-29,0.001928937575527555,1.650902129752643e-31,2.901287910779023e-28
3.1763027960703953e-07,0.041168933244172715,1.8129685671703062e-06,2.9968081668456154e-10,3.0786106771716103e-06,1.3281725325430776e-37,3.080598063593408e-06,2.885328779481429e-40,3.9721527332781736e-26,7.89927598028809e-23,0.938,1.5335862714112327e-15,0.001008687932556628,7.408069191793043e-11,6.032766304148438e-11,6.924554128740226e-05,0.0,0.0,0.024758275598159272,0.009495972720611007,0.04999628795521515,5.586205801451095e-26,2.2017991119808582e-29,0.0019289411163823816,1.6669926819998943e-31,2.923893131484497e-28
3.1800703363392206e-07,0.041168933244172715,1.8124440010032071e-06,2.998242972955708e-10,3.0784717343322313e-06,1.3410397313683964e-37,3.0812134599211865e-06,2.910117396599157e-40,4.001648865591517e-26,7.912191975039071e-23,0.938,1.5418767326820755e-15,0.0010098081606506523,7.430096014163559e-11,6.03998520076342e-11,6.924252556922078e-05,0.0,0.0,0.02475715843346016,0.009495412891299619,0.049996287524614554,5.627398470760005e-26,2.2165776283862543e-29,0.001928944656302973,1.6832182886503805e-31,2.9466412556525455e-28
3.183837876608046e-07,0.041168933244172715,1.8119199464294121e-06,2.9996733116754754e-10,3.0783328122911556e-06,1.3540141203226963e-37,3.081828406580642e-06,2.9350869703937044e-40,4.031325280443869e-26,7.925104367779901e-23,0.938,1.5502010496050519e-15,0.0010109282212272554,7.45215495705185e-11,6.047205088883867e-11,6.92395102734685e-05,0.0,0.0,0.024756041435773438,0.009494853145506606,0.04999628709447381,5.668836197233709e-26,2.2314366269906617e-29,0.0019289481952896675,1.6995798940581927e-31,2.969532962196747e-28
3.1876054168768713e-07,0.041168933244172715,1.8113964031975413e-06,3.001099188461533e-10,3.07819391104336e-06,1.3670964398107481e-37,3.0824429030649274e-06,2.9602385801613433e-40,4.061182830357308e-26,7.938013130159001e-23,0.938,1.5585593121647015e-15,0.0010120481143277254,7.474245998108732e-11,6.054425964853421e-11,6.923649540005816e-05,0.0,0.0,0.024754924605058654,0.00949429348321126,0.04999628666479306,5.710520065992572e-26,2.246376441022553e-29,0.001928951733342803,1.7160784477791003e-31,2.992568932044644e-28
3.1913729571456967e-07,0.041168933244172715,1.8108733710561477e-06,3.002520608773833e-10,3.0780550305838208e-06,1.380287437801169e-37,3.083056948867807e-06,2.985573310103735e-40,4.091222370579678e-26,7.950918236578179e-23,0.938,1.5669516104281577e-15,0.0010131678399933383,7.49636911491435e-11,6.061647825001617e-11,6.92334809489025e-05,0.0,0.0,0.024753807941275394,0.009493733904392879,0.04999628623557244,5.75245116508496e-26,2.261397404625256e-29,0.0019289552704627186,1.7327149045906217e-31,3.015749848138802e-28
3.195140497414522e-07,0.041168933244172715,1.8103508497537178e-06,3.003937578075637e-10,3.0779161709075185e-06,1.3935878622378281e-37,3.0836705434836607e-06,3.011092249342364e-40,4.12144475908786e-26,7.963819658527081e-23,0.938,1.575378034544857e-15,0.0010142873982653545,7.518524284978461e-11,6.068870665668062e-11,6.92304669199143e-05,0.0,0.0,0.024752691444383242,0.009493174409030771,0.049996285806812084,5.794630585488114e-26,2.2764998528579495e-29,0.0019289588066497524,1.749490224512148e-31,3.0390763954378466e-28
3.1989080376833473e-07,0.041168933244172715,1.809828839038671e-06,3.005350101833493e-10,3.07777733200943e-06,1.4069984698004336e-37,3.084283686407487e-06,3.036796491932967e-40,4.1518508565912784e-26,7.976717370923982e-23,0.938,1.5838386747462717e-15,0.001015406789185022,7.540711485740682e-11,6.076094483179817e-11,6.922745331300643e-05,0.0,0.0,0.0247515751143418,0.00949261499710425,0.04999628537851212,5.837059421108989e-26,2.291684121696655e-29,0.0019289623419042425,1.7664053728250758e-31,3.0625492609174916e-28
3.2026755779521727e-07,0.041168933244172715,1.8093073386593594e-06,3.0067581855172103e-10,3.0776385138845415e-06,1.4205200158611432e-37,3.0848963771349016e-06,3.062687136879983e-40,4.182441526535156e-26,7.989611345022337e-23,0.938,1.5923336213456185e-15,0.001016526012793574,7.56293069457077e-11,6.083319273872535e-11,6.922444012809171e-05,0.0,0.0,0.024750458951110686,0.009492055668592628,0.04999628495067268,5.879738768785078e-26,2.306950548035225e-29,0.0019289658762265277,1.783461320092999e-31,3.0861691335715434e-28
3.206443118220998e-07,0.041168933244172715,1.8087863483640704e-06,3.0081618345998374e-10,3.0774997165278315e-06,1.4341532660686349e-37,3.085508615162139e-06,3.0887652881510075e-40,4.2132176351039873e-26,8.002501556342564e-23,0.938,1.6008629647375915e-15,0.0010176450691322292,7.585181888768884e-11,6.090545034070786e-11,6.922142736508308e-05,0.0,0.0,0.024749342954649516,0.00949149642347524,0.04999628452329389,5.922669728285225e-26,2.322299469686329e-29,0.0019289694096169463,1.8006590421819108e-31,3.109936704412901e-28
3.2102106584898234e-07,0.041168933244172715,1.808265867901025e-06,3.0095610545576337e-10,3.0773609399342903e-06,1.4478989830573906e-37,3.086120399986056e-06,3.1150320546912617e-40,4.244180051224779e-26,8.0153879758067e-23,0.938,1.6094267953980683e-15,0.0010187639582421946,7.607465045565847e-11,6.097771760106349e-11,6.921841502389352e-05,0.0,0.0,0.024748227124917945,0.009490937261731416,0.04999628409637589,5.965853402310398e-26,2.3377312253824365e-29,0.0019289729420758368,1.8179995202804707e-31,3.1338526664745325e-28
3.2139781987586487e-07,0.041168933244172715,1.807745897018378e-06,3.0109558508700503e-10,3.0772221840989e-06,1.4617579417667948e-37,3.0867317311041288e-06,3.1414885504380746e-40,4.2753296465704894e-26,8.028270579642625e-23,0.938,1.618025203883843e-15,0.0010198826801646604,7.629780142123406e-11,6.104999448301297e-11,6.921540310443599e-05,0.0,0.0,0.02474711146187562,0.009490378183340501,0.0499962836699188,6.009290896494472e-26,2.3532461547768037e-29,0.0019289764736035377,1.8354837409202767e-31,3.1579177148104473e-28
3.217745739027474e-07,0.041168933244172715,1.807226435464221e-06,3.012346229019705e-10,3.0770834490166532e-06,1.4757309118546707e-37,3.0873426080144593e-06,3.1681358943353688e-40,4.3066672955632546e-26,8.041149338324061e-23,0.938,1.626658280832334e-15,0.0010210012349408054,7.652127155534504e-11,6.112228094983615e-11,6.92123916066235e-05,0.0,0.0,0.02474599596548221,0.009489819188281842,0.049996283243922766,6.052983319404966e-26,2.368844598444446e-29,0.0019289800042003875,1.8531126959962036e-31,3.1821325464966423e-28
3.2215132792962994e-07,0.041168933244172715,1.8067074829865795e-06,3.013732194492353e-10,3.0769447346825358e-06,1.4898186779572438e-37,3.08795303021577e-06,3.194975210348162e-40,4.338193875377785e-26,8.054024228915585e-23,0.938,1.6353261169613123e-15,0.0010221196226117926,7.674506062823545e-11,6.119457696472858e-11,6.920938053036917e-05,0.0,0.0,0.0247448806356974,0.009489260276534793,0.04999628281838791,6.09693178254378e-26,2.3845268978831207e-29,0.0019289835338667253,1.8708873827867435e-31,3.206497860632045e-28
3.225280819565125e-07,0.041168933244172715,1.8061890393334156e-06,3.0151137527768727e-10,3.0768060410915424e-06,1.5040220164200375e-37,3.0885629972074133e-06,3.2220076274770795e-40,4.369910265944584e-26,8.066895221299354e-23,0.938,1.6440288030686112e-15,0.0010232378432187726,7.696916840946653e-11,6.126688249093314e-11,6.92063698755861e-05,0.0,0.0,0.024743765472480875,0.009488701448078717,0.04999628239331436,6.141137400347895e-26,2.4002933955143004e-29,0.001928987062602889,1.8888088039744179e-31,3.2310143583394324e-28
3.22904835983395e-07,0.041168933244172715,1.8056711042526262e-06,3.016490909365229e-10,3.076667368238665e-06,1.518341722093839e-37,3.089172508489365e-06,3.2492342797728688e-40,4.401817349953312e-26,8.079762293534854e-23,0.938,1.6527664300318531e-15,0.0010243558968028813,7.719359466791936e-11,6.133919749162e-11,6.920335964218746e-05,0.0,0.0,0.02474265047579235,0.009488142702892988,0.04999628196870224,6.185601290190067e-26,2.4161444346841424e-29,0.0019289905904092183,1.9068779676661817e-31,3.2556827427663415e-28
3.2328159001027754e-07,0.041168933244172715,1.8051536774920466e-06,3.017863669752465e-10,3.076528716118901e-06,1.5327785775483047e-37,3.08978156356223e-06,3.276656306350938e-40,4.433916012855981e-26,8.092625414737508e-23,0.938,1.6615390888081591e-15,0.0010254737834052411,7.741833917179752e-11,6.141152192999599e-11,6.920034983008642e-05,0.0,0.0,0.02474153564559155,0.00948758404095698,0.04999628154455169,6.230324572379508e-26,2.4320803596644628e-29,0.0019289941172860503,1.9250958874139159e-31,3.2805037190859616e-28
3.236583440371601e-07,0.041168933244172715,1.8046367587994477e-06,3.0192320394366615e-10,3.0763900847272438e-06,1.5473333885140488e-37,3.090390161927241e-06,3.3042748514058882e-40,4.466207142870286e-26,8.105484564155079e-23,0.938,1.670346870433875e-15,0.0010265915030669604,7.764340168862977e-11,6.148385576920554e-11,6.919734043919624e-05,0.0,0.0,0.024740420981838197,0.009487025462250073,0.04999628112086282,6.27530837016252e-26,2.4481015156537004e-29,0.0019289976432337248,1.9434635822348889e-31,3.305477994498017e-28
3.240350980640426e-07,0.041168933244172715,1.8041203479225377e-06,3.0205960239189264e-10,3.0762514740586914e-06,1.5620069431520013e-37,3.0909983030862635e-06,3.332091064226073e-40,4.4986916309827934e-26,8.11833970992243e-23,0.938,1.6791898660242797e-15,0.0010277090558291335,7.786878198527252e-11,6.155619897242042e-11,6.919433146943018e-05,0.0,0.0,0.024739306484492046,0.009486466966751664,0.049996280697635787,6.320553809723132e-26,2.4642082487778853e-29,0.0019290011682525801,1.9619820766323297e-31,3.330606278229631e-28
3.2441185209092515e-07,0.041168933244172715,1.8036044446089618e-06,3.0219556287033634e-10,3.0761128841082464e-06,1.5768000589329884e-37,3.0916059865417916e-06,3.360106099208153e-40,4.53137037095222e-26,8.131190832711404e-23,0.938,1.6880681667733094e-15,0.0010288264417328409,7.809447982791265e-11,6.16285515027591e-11,6.919132292070157e-05,0.0,0.0,0.024738192153512858,0.009485908554441149,0.04999628027487069,6.36606202018372e-26,2.4804009060915975e-29,0.001929004692342955,1.9806524006159486e-31,3.355889281536174e-28
3.247886061178077e-07,0.041168933244172715,1.803089048606305e-06,3.0233108592970526e-10,3.0759743148709088e-06,1.5917135287523464e-37,3.0922132117969534e-06,3.3883211158716683e-40,4.5642442593126164e-26,8.144037899415875e-23,0.938,1.6969818639532694e-15,0.0010299436608191498,7.832049498207001e-11,6.17009133233593e-11,6.918831479292373e-05,0.0,0.0,0.0247370779888604,0.009485350225297933,0.04999627985256769,6.411834133605596e-26,2.496679835578932e-29,0.0019290082155051884,1.9994755897225917e-31,3.3813277177021033e-28
3.251653601446902e-07,0.041168933244172715,1.8025741596620883e-06,3.0246617212100203e-10,3.075835766341681e-06,1.6067481829395468e-37,3.092819978355512e-06,3.4167372788736164e-40,4.597314195376614e-26,8.156880892418767e-23,0.938,1.705931048914554e-15,0.0010310607131291134,7.85468272126001e-11,6.177328439731327e-11,6.918530708601011e-05,0.0,0.0,0.024735963990494467,0.009484791979301433,0.049996279430726875,6.457871284989575e-26,2.5130453861544517e-29,0.0019290117377396188,2.018452685036814e-31,3.406922302041783e-28
3.2554211417157275e-07,0.041168933244172715,1.8020597775237725e-06,3.026008219955224e-10,3.075697238515569e-06,1.6219048179710722e-37,3.0934262857218625e-06,3.4453557580230498e-40,4.630581081238584e-26,8.16971977705632e-23,0.938,1.7149158130853579e-15,0.0010321775987037708,7.877347628369667e-11,6.184566468772555e-11,6.91822997998741e-05,0.0,0.0,0.024734850158374858,0.009484233816431062,0.049996279009348395,6.504174612276547e-26,2.529497907664148e-29,0.0019290152590465853,2.037584733211622e-31,3.4326737519002913e-28
3.2629562222533777e-07,0.041168933244172715,1.801032532654383e-06,3.028688150008602e-10,3.0754202449527164e-06,1.652587367190967e-37,3.0946375208987135e-06,3.503204369881372e-40,4.697709324668981e-26,8.195385139575285e-23,0.938,1.7329924451549797e-15,0.0010344108698112533,7.922772400107708e-11,6.199045277019339e-11,6.917628648958897e-05,0.0,0.0,0.02473262299271387,0.009483117739986429,0.04999627816797893,6.597584361027707e-26,2.562665267535017e-29,0.001929022298879481,2.0763179027679528e-31,3.4846501277141768e-28
3.270491302791028e-07,0.041168933244172715,1.8000073119766064e-06,3.0313506936184583e-10,3.075143334142421e-06,1.6837677907900547e-37,3.095846913375428e-06,3.5618764135200744e-40,4.7656362621155154e-26,8.221033780510543e-23,0.938,1.751212493132847e-15,0.0010366434744696355,7.968323623462657e-11,6.213527727520693e-11,6.91702748613766e-05,0.0,0.0,0.0247303964915561,0.009482001995799537,0.0499962773284603,6.692072542207391e-26,2.5961847326244365e-29,0.0019290293350065863,2.1156835837785645e-31,3.5372626245486026e-28
3.278026383328678e-07,0.041168933244172715,1.798984113467955e-06,3.033995894991418e-10,3.074866506044778e-06,1.7154527828557253e-37,3.0970544592101616e-06,3.62138143435845e-40,4.834369210795544e-26,8.246665498794742e-23,0.938,1.769576691216719e-15,0.0010388754130067335,8.014001107433589e-11,6.228013790697383e-11,6.916426491454592e-05,0.0,0.0,0.024728170654580425,0.009480886583705994,0.04999627649079351,6.7876483652364e-26,2.630059135327412e-29,0.0019290363674306123,2.155690352022084e-31,3.5905170543478575e-28
3.285561463866328e-07,0.041168933244172715,1.797962935104992e-06,3.0366237983786667e-10,3.0745897606199094e-06,1.7476491044567825e-37,3.098260154471344e-06,3.681729061652196e-40,4.9039155327369274e-26,8.272280093463772e-23,0.938,1.788085774821827e-15,0.0010411066857501426,8.059804659985855e-11,6.242503436947445e-11,6.915825664840652e-05,0.0,0.0,0.024725945481465946,0.009479771503541526,0.04999627565497954,6.884321086623245e-26,2.664291323032661e-29,0.0019290433961542705,2.196346874367471e-31,3.6444192616202164e-28
3.2930965444039783e-07,0.041168933244172715,1.7969437748633458e-06,3.0392344480751777e-10,3.0743130978279602e-06,1.7803635872809449e-37,3.0994639952377156e-06,3.742929008973629e-40,4.974282634879583e-26,8.297877364671945e-23,0.938,1.8067404805714877e-15,0.0010433372930272386,8.105734088059618e-11,6.256996636646368e-11,6.915225006226859e-05,0.0,0.0,0.024723720971891947,0.00947865675514197,0.04999627482101939,6.982100009977661e-26,2.6988841581533216e-29,0.001929050421180272,2.2376619094593777e-31,3.698975123460885e-28
3.3006316249416285e-07,0.041168933244172715,1.79592663071772e-06,3.0418278884189746e-10,3.074036517629108e-06,1.813603134134098e-37,3.1006659775983686e-06,3.80499107467787e-40,5.045477969172974e-26,8.323457113940393e-23,0.938,1.8255415462879884e-15,0.0010455672351651765,8.151789197578101e-11,6.271493360147263e-11,6.914624515544293e-05,0.0,0.0,0.02472149712553794,0.009477542338343277,0.04999627398891406,7.080994486022383e-26,2.733840518156567e-29,0.001929057442511329,2.279644308384997e-31,3.754190549573198e-28
3.3157017860169293e-07,0.041168933244172715,1.7938983826087865e-06,3.0469633186114493e-10,3.0734836048515054e-06,1.8816853896430223e-37,3.1030643515108464e-06,3.9317411812750466e-40,5.190383367614798e-26,8.374563258971742e-23,0.938,1.863585714852511e-15,0.001050025125331099,8.244275679605041e-11,6.300497259857528e-11,6.913424037697494e-05,0.0,0.0,0.024717051421208974,0.009475314498892844,0.04999627233027171,7.282167734695316e-26,2.804855398119702e-29,0.0019290714740994605,2.3656470681817947e-31,3.866623896581121e-28
3.33077194709223e-07,0.041168933244172715,1.7918781745577576e-06,3.0520304444930715e-10,3.072931021969e-06,1.9519525348415897e-37,3.105455245129898e-06,4.062059481667996e-40,5.338692247496483e-26,8.425596965900282e-23,0.938,1.9022242067258983e-15,0.001054480358860756,8.337262533425716e-11,6.329514898467388e-11,6.91222423075017e-05,0.0,0.0,0.024712608365919306,0.009473087983880081,0.04999627067906024,7.487916581052062e-26,2.87735928485359e-29,0.0019290854909403646,2.4544278367491524e-31,3.9817672331796875e-28
3.345842108167531e-07,0.041168933244172715,1.7898659903301335e-06,3.05702962224204e-10,3.0723787686639015e-06,2.024462403836747e-37,3.1078386275446017e-06,4.196027462671424e-40,5.49046585453674e-26,8.476556692352848e-23,0.938,1.9414629667129094e-15,0.0010589329383634844,8.430748170656014e-11,6.358546038026749e-11,6.911025094153243e-05,0.0,0.0,0.024708167957112538,0.009470862791996652,0.04999626903528733,7.698317527866326e-26,2.951375743032146e-29,0.0019290994930557484,2.5460608193859905e-31,4.09966901284737e-28
3.360912269242832e-07,0.041168933244172715,1.7878618136777048e-06,3.0619612086542104e-10,3.0718268446189294e-06,2.099274017290381e-37,3.110214468013152e-06,4.3337280127641885e-40,5.64576616372337e-26,8.527440916194246e-23,0.938,1.981307957916407e-15,0.0010633828664451171,8.524730987431009e-11,6.387590440255279e-11,6.909826627358617e-05,0.0,0.0,0.024703730192235616,0.009468638921936006,0.049996267398960556,7.913447832439675e-26,3.0269285809954307e-29,0.0019291134804673205,2.6406217654973304e-31,4.22037821252516e-28
3.3759824303181327e-07,0.041168933244172715,1.7858656283389158e-06,3.0668255611196404e-10,3.0712752495172085e-06,2.1764475988276176e-37,3.1125827359640232e-06,4.475245437213227e-40,5.80465588224547e-26,8.578248135492226e-23,0.938,2.02176516143974e-15,0.0010678301457079922,8.619209364666593e-11,6.416647866551425e-11,6.908628829819197e-05,0.0,0.0,0.024699295068738792,0.00946641637239339,0.0499962657700874,8.133385506687297e-26,3.1040418516642616e-29,0.0019291274531967942,2.7381879905536198e-31,4.343944333077218e-28
3.406122752468734e-07,0.041168933244172715,1.7818971664914506e-06,3.0763539966015e-10,3.0701730448780605e-06,2.3381276751958353e-37,3.1172964328848843e-06,4.770075305531058e-40,6.133458054196526e-26,8.67962565348325e-23,0.938,2.1045402180597955e-15,0.0010767167681693787,8.809646249652889e-11,6.47480083538829e-11,6.906235240322441e-05,0.0,0.0,0.02469043273570311,0.009461975229652204,0.04999626253473141,8.587998784731043e-26,3.2630471311175925e-29,0.0019291553546963139,2.942653503157081e-31,4.599847962101131e-28
3.436263074619335e-07,0.041168933244172715,1.777960474441961e-06,3.0856177988068275e-10,3.0690721522196053e-06,2.510009112051142e-37,3.1219794771839695e-06,5.0812204234807115e-40,6.477388780108036e-26,8.780677633288931e-23,0.938,2.1898363340068667e-15,0.0010855928264966767,9.00204557845927e-11,6.533003029643078e-11,6.90384432130568e-05,0.0,0.0,0.02468158093767391,0.009457539353370846,0.04999625932927737,9.062796548009696e-26,3.428588930570518e-29,0.0019291831977280723,3.160108046971771e-31,4.867786399138178e-28
3.466403396769936e-07,0.041168933244172715,1.774055421653948e-06,3.0946198458790703e-10,3.0679725690214456e-06,2.692618702641596e-37,3.126631630535071e-06,5.409407790144434e-40,6.836976363816742e-26,8.881392782324586e-23,0.938,2.277701975469319e-15,0.0010944583413834046,9.196393877032753e-11,6.591252529859491e-11,6.901456068427063e-05,0.0,0.0,0.02467273965437233,0.009453108733175569,0.04999625615378183,9.558430049331367e-26,3.6008685694811056e-29,0.0019292109824658706,3.3912287982475936e-31,5.1481745461394415e-28
3.4965437189205374e-07,0.041168933244172715,1.7701818774114537e-06,3.1033630232576537e-10,3.0668742927696244e-06,2.886504094942499e-37,3.13125265744425e-06,5.755388537053845e-40,7.212761087233686e-26,8.981760126959236e-23,0.938,2.3681858676852966e-15,0.00110331333346778,9.392677452619036e-11,6.649547412308499e-11,6.899070477360005e-05,0.0,0.0,0.02466390886557202,0.009448683358721033,0.04999625300829972,1.0075562597596743e-25,3.780091365073263e-29,0.0019292387090835402,3.6367201455697937e-31,5.441435712225732e-28
3.5266840410711386e-07,0.041168933244172715,1.7663397108302263e-06,3.1118502229588087e-10,3.0657773209565897e-06,3.092234337160831e-37,3.1358423252844098e-06,6.119938418545223e-40,7.605295290455193e-26,9.081769010936463e-23,0.938,2.4613369851887583e-15,0.001112157823332927,9.590882401883379e-11,6.707885749277802e-11,6.896687543793005e-05,0.0,0.0,0.02465508855109886,0.009444263219690207,0.04999624989288457,1.0614869542182235e-25,3.966466659122638e-29,0.0019292663777549283,3.8973144232508876e-31,5.748001614319581e-28
3.5568243632217397e-07,0.041168933244172715,1.7625287908687974e-06,3.1200843428648574e-10,3.0646816510811526e-06,3.3104004277065124e-37,3.1404004043292144e-06,6.503858303115856e-40,8.015143448189937e-26,9.181409093716064e-23,0.938,2.5572045420113545e-15,0.0011209918315070843,9.7909946189612e-11,6.76626560936137e-11,6.894307263429462e-05,0.0,0.0,0.024646278690830695,0.009439848305794259,0.04999624680758828,1.1177038252701996e-25,4.1602078440783904e-29,0.0019292939886538952,4.173772651849081e-31,6.068312374184347e-28
3.586964685372341e-07,0.041168933244172715,1.7587489863394665e-06,3.128068286022033e-10,3.063587280648472e-06,3.5416158695738563e-37,3.144926667786321e-06,6.907974665603529e-40,8.442882242455208e-26,9.28067034873662e-23,0.938,2.655837981844743e-15,0.0011298153784638138,9.992999803437391e-11,6.82468505774902e-11,6.891929631987517e-05,0.0,0.0,0.024637479264697153,0.009435438606772484,0.049996243752461235,1.176276809419746e-25,4.361532388515569e-29,0.0019293215419542995,4.466885285596068e-31,6.402816511892381e-28
3.617105007522942e-07,0.041168933244172715,1.7550001659191733e-06,3.1358049599472305e-10,3.0624942071700107e-06,3.786517228927374e-37,3.149420891829914e-06,7.333140079964511e-40,8.889100631380197e-26,9.379543061603292e-23,0.938,2.757286968168025e-15,0.001138628484622204,1.0196883468249827e-10,6.883142156515923e-11,6.889554645199857e-05,0.0,0.0,0.024628690252679317,0.009431034112392175,0.04999624072755227,1.237277039767079e-25,4.5706618618892515e-29,0.001929349037829991,4.777472966600812e-31,6.751970935640757e-28
3.647245329673543e-07,0.041168933244172715,1.7512821981602615e-06,3.143297275943931e-10,3.0614024281635103e-06,4.045764697743759e-37,3.153882855632496e-06,7.780233712417915e-40,9.354399914027472e-26,9.478017828202489e-23,0.938,2.8616013743454324e-15,0.001147431170347074,1.0402630947514404e-10,6.941634964911959e-11,6.88718229881356e-05,0.0,0.0,0.024619911634809536,0.009426634812448546,0.049996237732908635,1.30077684259668e-25,4.787821958575028e-29,0.001929376476454802,5.106387285600378e-31,7.116240927902217e-28
3.6773856518241444e-07,0.041168933244172715,1.7475949515011418e-06,3.150548148427218e-10,3.0603119411529582e-06,4.320042660236646e-37,3.158312341395968e-06,8.250161814740914e-40,9.839393791239133e-26,9.576085552744632e-23,0.938,2.9688312736996077e-15,0.0011562234559491808,1.061022740427159e-10,7.000161539650844e-11,6.884812588589904e-05,0.0,0.0,0.024611143391171146,0.009422240696764629,0.049996234768576,1.3668497335119617e-25,5.013242521198868e-29,0.0019294038580025385,5.454511548933286e-31,7.496100127986676e-28
3.7075259739747456e-07,0.041168933244172715,1.743938294276852e-06,3.1575604942577973e-10,3.059222743668555e-06,4.610060262799267e-37,3.162709134381981e-06,8.743858217510379e-40,1.0344708422520899e-25,9.673737445736997e-23,0.938,3.0790269295655972e-15,0.0011650053616854188,1.0819657838154605e-10,7.058719935198888e-11,6.882445510304191e-05,0.0,0.0,0.024602385501898253,0.009417851755191185,0.04999623183459844,1.4355704131286766e-25,5.247157563260783e-29,0.0019294311826469708,5.822761551413093e-31,7.8920305110941e-28
3.737666296125347e-07,0.041168933244172715,1.7403120947295092e-06,3.1643372320850785e-10,3.0581348332466937e-06,4.916551987239512e-37,3.167073022941562e-06,9.262284823083443e-40,1.087098247893497e-25,9.770965021888315e-23,0.938,3.1922387853304962e-15,0.0011737769077590182,1.1030907092978232e-10,7.117308204063369e-11,6.88008105974559e-05,0.0,0.0,0.024593637947175485,0.009413467977606593,0.04999622893101846,1.5070147623343047e-25,5.489805291048391e-29,0.0019294584505618246,6.212086354825085e-31,8.304522363900607e-28
3.767806618275948e-07,0.041168933244172715,1.7367162210186541e-06,3.170881281699416e-10,3.057048207429921e-06,5.24027822709379e-37,3.1714037985439936e-06,9.806432098102703e-40,1.1418867191954562e-25,9.867760097947192e-23,0.938,3.308517454463615e-15,0.0011825381143197506,1.1243959864246605e-10,7.175924397080398e-11,6.877719232716953e-05,0.0,0.0,0.024584900707237754,0.00940908935391677,0.049996226057876916,1.5812598371185043e-25,5.74142812483258e-29,0.001929485661920773,6.623469071783379e-31,8.734074256703234e-28
